club_1,club_2,dif,pj,pg,pe,pp
Gimnasia (LP),Atlanta,-4,96,34,24,38
Gimnasia (LP),Tigre,+10,78,36,16,26
Gimnasia (LP),Quilmes,+13,68,31,19,18
Gimnasia (LP),Colon,+13,67,28,24,15
Gimnasia (LP),Union,-1,52,18,15,19
Gimnasia (LP),Talleres (C),0,41,14,13,14
Gimnasia (LP),Belgrano,-4,31,8,11,12
Gimnasia (LP),Dep. Español,+1,29,10,10,9
Gimnasia (LP),Arsenal,-4,29,7,11,11
Gimnasia (LP),Gimnasia (J),+5,23,12,4,7
Gimnasia (LP),Estudiantes (BA),+8,22,12,6,4
Gimnasia (LP),Olimpo,+6,21,10,7,4
Gimnasia (LP),Godoy Cruz,+2,20,9,4,7
Gimnasia (LP),Talleres (RdE),+9,19,12,4,3
Gimnasia (LP),Instituto,+4,17,7,7,3
Gimnasia (LP),Racing (C),+6,16,8,6,2
Gimnasia (LP),Def. de Belgrano,+3,15,8,2,5
Gimnasia (LP),Temperley,+4,15,6,7,2
Gimnasia (LP),Barracas Central,+4,15,8,3,4
Gimnasia (LP),All Boys,+3,14,8,1,5
Gimnasia (LP),Atl Tucuman,-5,14,4,1,9
Gimnasia (LP),Dep Mandiyu (C),-1,14,2,9,3
Gimnasia (LP),San Martin (T),+5,12,7,3,2
Gimnasia (LP),Almagro,+3,12,5,5,2
Gimnasia (LP),Nueva Chicago,+3,11,5,4,2
Gimnasia (LP),Atl Rafaela,-4,11,3,1,7
Gimnasia (LP),Los Andes,+2,11,5,3,3
Gimnasia (LP),Def y Justicia,-6,10,1,2,7
Gimnasia (LP),San Martin (SJ),0,9,3,3,3
Gimnasia (LP),Aldosivi,+4,8,5,2,1
Gimnasia (LP),Argentino (Q),-2,8,1,4,3
Gimnasia (LP),Patronato,+5,7,5,2,0
Gimnasia (LP),Sp. Barracas,-4,6,0,2,4
Gimnasia (LP),Sarmiento (J),+1,6,2,3,1
Gimnasia (LP),Excursionistas,0,5,1,3,1
Gimnasia (LP),Chaco For Ever,+3,5,3,2,0
Gimnasia (LP),Altos Hornos Zapla,-2,4,1,0,3
Gimnasia (LP),Central Cba (SdE),0,4,1,2,1
Gimnasia (LP),Gimnasia (S),+1,4,2,1,1
Gimnasia (LP),Dep. Moron,+1,4,2,1,1
Gimnasia (LP),Juv. Alianza (SJ),+2,4,3,0,1
Gimnasia (LP),Dep. Armenio,+1,4,1,3,0
Gimnasia (LP),Central Cba (R),-1,4,1,1,2
Gimnasia (LP),U. Lanus-Talleres,-1,3,0,2,1
Gimnasia (LP),San Martin (M),0,3,1,1,1
Gimnasia (LP),Juv. Antoniana,-1,3,1,0,2
Gimnasia (LP),El Porvenir,+1,3,2,0,1
Gimnasia (LP),Ind Rivadavia,+1,3,1,2,0
Gimnasia (LP),Huracan (SR),+2,2,2,0,0
Gimnasia (LP),Jorge Newbery (J),+1,2,1,1,0
Gimnasia (LP),Sp. Italiano,-2,2,0,0,2
Gimnasia (LP),Kimberley (MdP),+1,2,1,1,0
Gimnasia (LP),Colegiales,0,2,1,0,1
Gimnasia (LP),Cipolletti,0,2,0,2,0
Gimnasia (LP),Huracan (C),0,2,1,0,1
Gimnasia (LP),Circulo Dep. (O),+1,2,1,1,0
Gimnasia (LP),Huracan (TA),+2,2,2,0,0
Gimnasia (LP),U. Atlanta-Arg,0,2,1,0,1
Gimnasia (LP),Sp. Guzman (T),+2,2,2,0,0
Gimnasia (LP),Dep. Roca,0,2,0,2,0
Gimnasia (LP),Gimnasia (M),+1,2,1,1,0
Gimnasia (LP),Tiro Federal (R),+1,2,1,1,0
Gimnasia (LP),Central Norte (S),0,1,0,1,0
Gimnasia (LP),Bartolome Mitre (M),0,1,0,1,0
Gimnasia (LP),Huracan (CR),+1,1,1,0,0
Gimnasia (LP),Don Orione (CH),+1,1,1,0,0
Gimnasia (LP),Desamparados,-1,1,0,0,1
Gimnasia (LP),Independiente (T),+1,1,1,0,0
Gimnasia (LP),San Lorenzo (MdP),-1,1,0,0,1
Gimnasia (LP),Crucero (M),+1,1,1,0,0
Gimnasia (M),Huracan,-3,9,2,2,5
Gimnasia (M),Boca Juniors,+1,8,3,3,2
Gimnasia (M),Platense,+3,6,4,1,1
Gimnasia (M),Racing Club,-2,6,1,2,3
Gimnasia (M),Estudiantes (LP),0,6,2,2,2
Gimnasia (M),Chacarita,-3,6,1,1,4
Gimnasia (M),San Lorenzo,0,5,2,1,2
Gimnasia (M),Rosario Central,-2,5,1,1,3
Gimnasia (M),Argentinos,-1,5,1,2,2
Gimnasia (M),San Martin (T),+4,5,4,1,0
Gimnasia (M),Talleres (C),+2,4,2,2,0
Gimnasia (M),River Plate,-1,4,1,1,2
Gimnasia (M),Belgrano,0,3,1,1,1
Gimnasia (M),Newells,+1,3,2,0,1
Gimnasia (M),Velez,+1,3,1,2,0
Gimnasia (M),Huracan (SR),+1,2,1,1,0
Gimnasia (M),Patronato,-1,2,0,1,1
Gimnasia (M),Mariano Moreno (J),+2,2,2,0,0
Gimnasia (M),Union,-1,2,0,1,1
Gimnasia (M),Ind Rivadavia,-1,2,0,1,1
Gimnasia (M),Juv. Alianza (SJ),0,2,1,0,1
Gimnasia (M),All Boys,+1,2,1,1,0
Gimnasia (M),Kimberley (MdP),+1,2,1,1,0
Gimnasia (M),San Martin (SJ),0,2,1,0,1
Gimnasia (M),Instituto,0,2,1,0,1
Gimnasia (M),Cipolletti,+2,2,2,0,0
Gimnasia (M),Colon,0,2,1,0,1
Gimnasia (M),Gimnasia (LP),-1,2,0,1,1
Gimnasia (M),Union (CH),0,2,0,2,0
Gimnasia (M),Atl Tucuman,-2,2,0,0,2
Gimnasia (M),Gimnasia (J),-1,2,0,1,1
Gimnasia (M),Temperley,0,2,0,2,0
Gimnasia (M),Desamparados,-1,1,0,0,1
Gimnasia (M),Guarani (M),+1,1,1,0,0
Gimnasia (M),Ferro,+1,1,1,0,0
Gimnasia (M),Central Norte (S),+1,1,1,0,0
Gimnasia (M),San Martin (M),0,1,0,1,0
Gimnasia (M),Central Cba (SdE),+1,1,1,0,0
Gimnasia (M),Banfield,0,1,0,1,0
Gimnasia (M),Atlanta,-1,1,0,0,1
Gimnasia (M),Huracan (IW),0,1,0,1,0
Gimnasia (S),Newells,-4,8,1,2,5
Gimnasia (S),Platense,0,6,2,2,2
Gimnasia (S),Velez,-2,6,1,2,3
Gimnasia (S),Huracan,-3,6,1,1,4
Gimnasia (S),Independiente,-4,6,0,2,4
Gimnasia (S),River Plate,-4,6,0,2,4
Gimnasia (S),San Lorenzo,-3,4,0,1,3
Gimnasia (S),Lanus,-3,4,0,1,3
Gimnasia (S),Rosario Central,-1,4,1,1,2
Gimnasia (S),Racing Club,-2,4,0,2,2
Gimnasia (S),Argentinos,0,4,1,2,1
Gimnasia (S),Gimnasia (LP),-1,4,1,1,2
Gimnasia (S),Gimnasia (J),-1,4,0,3,1
Gimnasia (S),Ferro,-2,4,0,2,2
Gimnasia (S),Estudiantes (LP),-1,4,1,1,2
Gimnasia (S),Dep. Español,-1,4,1,1,2
Gimnasia (S),Boca Juniors,-4,4,0,0,4
Gimnasia (S),Kimberley (MdP),-1,2,0,1,1
Gimnasia (S),Talleres (C),-2,2,0,0,2
Gimnasia (S),Quilmes,0,2,1,0,1
Gimnasia (S),Racing (C),0,2,1,0,1
Gimnasia (S),Banfield,0,2,1,0,1
Gimnasia (S),Union,0,2,1,0,1
Gimnasia (S),Belgrano,0,2,1,0,1
Gimnasia (S),Chaco For Ever,-1,2,0,1,1
Gimnasia (S),Colon,0,2,1,0,1
Gimnasia (S),Dep Mandiyu (C),+1,2,1,1,0
Gimnasia (S),Huracan (SR),-1,2,0,1,1
Godoy Cruz,San Lorenzo,-6,26,6,8,12
Godoy Cruz,Racing Club,-7,25,7,4,14
Godoy Cruz,Velez,-4,24,7,6,11
Godoy Cruz,Estudiantes (LP),-4,24,9,2,13
Godoy Cruz,Newells,0,23,5,13,5
Godoy Cruz,Lanus,-5,23,7,4,12
Godoy Cruz,Colon,-2,23,9,3,11
Godoy Cruz,Boca Juniors,-8,23,4,7,12
Godoy Cruz,Arsenal,+4,23,12,3,8
Godoy Cruz,Independiente,+4,22,9,8,5
Godoy Cruz,River Plate,-2,22,8,4,10
Godoy Cruz,Argentinos,-1,21,6,8,7
Godoy Cruz,Banfield,+3,20,8,7,5
Godoy Cruz,Gimnasia (LP),-2,20,7,4,9
Godoy Cruz,Tigre,-3,19,6,4,9
Godoy Cruz,Rosario Central,+1,18,8,3,7
Godoy Cruz,Huracan,0,16,5,6,5
Godoy Cruz,Belgrano,+3,15,7,4,4
Godoy Cruz,Quilmes,+1,12,4,5,3
Godoy Cruz,San Martin (SJ),+4,12,6,4,2
Godoy Cruz,Union,-1,12,4,3,5
Godoy Cruz,Olimpo,-3,11,2,4,5
Godoy Cruz,Def y Justicia,-1,9,2,4,3
Godoy Cruz,Atl Tucuman,-3,9,2,2,5
Godoy Cruz,Atl Rafaela,+3,9,6,0,3
Godoy Cruz,All Boys,+3,8,3,5,0
Godoy Cruz,Aldosivi,+4,8,6,0,2
Godoy Cruz,Patronato,+4,7,5,1,1
Godoy Cruz,Talleres (C),-4,7,1,1,5
Godoy Cruz,Sarmiento (J),+2,6,2,4,0
Godoy Cruz,Chacarita,-1,5,2,0,3
Godoy Cruz,San Martin (T),+1,5,2,2,1
Godoy Cruz,Gimnasia (J),-2,4,0,2,2
Godoy Cruz,Central Cba (SdE),-1,4,1,1,2
Godoy Cruz,Nueva Chicago,+2,3,2,1,0
Godoy Cruz,Temperley,+1,3,2,0,1
Godoy Cruz,San Martin (M),-2,2,0,0,2
Godoy Cruz,Ferro,-2,2,0,0,2
Godoy Cruz,Dep Mandiyu (C),0,2,1,0,1
Godoy Cruz,Atl Regina (RN),+1,2,1,1,0
Godoy Cruz,Crucero (M),+1,1,1,0,0
Guarani (M),San Martin (T),-1,5,1,2,2
Guarani (M),Talleres (C),-1,4,1,1,2
Guarani (M),Platense,-2,4,0,2,2
Guarani (M),San Lorenzo,-1,3,1,0,2
Guarani (M),Racing Club,-1,3,0,2,1
Guarani (M),Velez,-3,3,0,0,3
Guarani (M),Racing (C),-2,2,0,0,2
Guarani (M),Renato Cesarini (R),0,2,0,2,0
Guarani (M),River Plate,-1,2,0,1,1
Guarani (M),Loma Negra,0,2,0,2,0
Guarani (M),Sarmiento (J),0,2,1,0,1
Guarani (M),Union,0,2,1,0,1
Guarani (M),Independiente,0,2,1,0,1
Guarani (M),Huracan,+1,2,1,1,0
Guarani (M),Ferro,-2,2,0,0,2
Guarani (M),Estudiantes (SdE),+2,2,2,0,0
Guarani (M),Dep. Roca,0,2,1,0,1
Guarani (M),Boca Juniors,-1,1,0,0,1
Guarani (M),Central Cba (SdE),-1,1,0,0,1
Guarani (M),Chacarita,+1,1,1,0,0
Guarani (M),Rosario Central,-1,1,0,0,1
Guarani (M),Huracan (IW),-1,1,0,0,1
Guarani (M),Colon,0,1,0,1,0
Guarani (M),Don Orione (CH),+1,1,1,0,0
Guarani (M),Estudiantes (LP),-1,1,0,0,1
Guarani (M),Gimnasia (M),-1,1,0,0,1
Guarani (M),Atlanta,0,1,0,1,0
Huracan,Boca Juniors,-60,178,33,52,93
Huracan,San Lorenzo,-39,173,44,46,83
Huracan,River Plate,-49,168,34,51,83
Huracan,Estudiantes (LP),-17,166,52,45,69
Huracan,Independiente,-31,161,48,34,79
Huracan,Racing Club,-42,160,36,46,78
Huracan,Velez,-5,154,53,43,58
Huracan,Gimnasia (LP),-6,140,47,40,53
Huracan,Rosario Central,+5,129,49,36,44
Huracan,Newells,+4,129,49,35,45
Huracan,Argentinos,+20,125,52,41,32
Huracan,Lanus,+13,122,56,23,43
Huracan,Ferro,+35,121,62,32,27
Huracan,Platense,+11,115,49,28,38
Huracan,Chacarita,0,103,37,29,37
Huracan,Atlanta,+23,94,50,17,27
Huracan,Banfield,+14,91,38,29,24
Huracan,Tigre,+23,71,40,14,17
Huracan,Union,+7,62,26,17,19
Huracan,Colon,-6,60,19,16,25
Huracan,Quilmes,+16,55,30,11,14
Huracan,Talleres (C),-4,46,13,16,17
Huracan,Belgrano,-1,29,9,10,10
Huracan,All Boys,+12,26,16,6,4
Huracan,Nueva Chicago,0,20,8,4,8
Huracan,Talleres (RdE),+7,18,9,7,2
Huracan,Temperley,+9,18,12,3,3
Huracan,Dep. Español,+4,18,7,8,3
Huracan,Gimnasia (J),+1,17,7,4,6
Huracan,Arsenal,0,17,5,7,5
Huracan,Godoy Cruz,0,16,5,6,5
Huracan,Atl Tucuman,-1,15,4,6,5
Huracan,Instituto,0,14,5,4,5
Huracan,Los Andes,-3,14,4,3,7
Huracan,Sp. Barracas,+9,13,11,0,2
Huracan,Argentino (Q),+12,13,12,1,0
Huracan,Racing (C),+2,12,5,4,3
Huracan,Olimpo,-4,11,3,1,7
Huracan,Estudiantes (BA),+3,11,6,2,3
Huracan,Def y Justicia,+6,10,6,4,0
Huracan,El Porvenir,+4,10,5,4,1
Huracan,Dep Mandiyu (C),+5,10,6,3,1
Huracan,Aldosivi,+4,9,6,1,2
Huracan,San Martin (M),-4,9,0,5,4
Huracan,San Martin (T),+3,9,6,0,3
Huracan,Gimnasia (M),+3,9,5,2,2
Huracan,Sarmiento (J),+4,9,5,3,1
Huracan,Almagro,+5,8,6,1,1
Huracan,Patronato,-1,8,2,3,3
Huracan,San Martin (SJ),+3,7,5,0,2
Huracan,Dock Sud,+6,6,6,0,0
Huracan,Gimnasia (S),+3,6,4,1,1
Huracan,San Lorenzo (MdP),+3,5,4,0,1
Huracan,Barracas Central,+4,5,4,1,0
Huracan,Kimberley (MdP),0,5,2,1,2
Huracan,Chaco For Ever,+3,5,3,2,0
Huracan,Def. de Belgrano,+2,5,3,1,1
Huracan,Central Cba (SdE),+1,4,2,1,1
Huracan,Central Cba (R),0,4,1,2,1
Huracan,Desamparados,+1,3,2,0,1
Huracan,U. Lanus-Talleres,+1,3,1,2,0
Huracan,Excursionistas,-1,3,1,0,2
Huracan,Colegiales,+3,3,3,0,0
Huracan,Atl Rafaela,0,3,1,1,1
Huracan,San Telmo,+2,2,2,0,0
Huracan,Huracan (CR),0,2,1,0,1
Huracan,Huracan (IW),+1,2,1,1,0
Huracan,Sp. Patria (F),+2,2,2,0,0
Huracan,Ind Rivadavia,-1,2,0,1,1
Huracan,Juv. Antoniana,+2,2,2,0,0
Huracan,Guarani (M),-1,2,0,1,1
Huracan,Dep. Moron,0,2,1,0,1
Huracan,Cipolletti,+2,2,2,0,0
Huracan,Central Norte (S),-1,2,0,1,1
Huracan,Atl. Uruguay,+2,2,2,0,0
Huracan,Atl Ledesma (J),+1,2,1,1,0
Huracan,Estudiantes (RC),+2,2,2,0,0
Huracan,Atl. Concepcion (T),0,2,1,0,1
Huracan,Huracan (C),0,2,0,2,0
Huracan,Renato Cesarini (R),+2,2,2,0,0
Huracan,Mariano Moreno (J),+1,2,1,1,0
Huracan,U. Atlanta-Arg,+1,2,1,1,0
Huracan,Juv. Alianza (SJ),+2,2,2,0,0
Huracan,Sp. Guzman (T),+2,2,2,0,0
Huracan,Don Orione (CH),-1,1,0,0,1
Huracan,Crucero (M),0,1,0,1,0
Huracan (C),Banfield,-2,4,0,2,2
Huracan (C),Newells,-2,4,1,0,3
Huracan (C),Argentinos,0,2,0,2,0
Huracan (C),Rosario Central,0,2,0,2,0
Huracan (C),Lanus,+1,2,1,1,0
Huracan (C),San Lorenzo,-2,2,0,0,2
Huracan (C),Racing Club,-2,2,0,0,2
Huracan (C),River Plate,-2,2,0,0,2
Huracan (C),Velez,0,2,1,0,1
Huracan (C),Independiente,+2,2,2,0,0
Huracan (C),San Lorenzo (MdP),0,2,1,0,1
Huracan (C),Platense,+1,2,1,1,0
Huracan (C),Union,-1,2,0,1,1
Huracan (C),Huracan,0,2,0,2,0
Huracan (C),Boca Juniors,-2,2,0,0,2
Huracan (C),Central Cba (SdE),-1,2,0,1,1
Huracan (C),Chacarita,-2,2,0,0,2
Huracan (C),Colon,0,2,0,2,0
Huracan (C),Dep. Español,-1,2,0,1,1
Huracan (C),Estudiantes (LP),0,2,0,2,0
Huracan (C),Ferro,0,2,1,0,1
Huracan (C),Gimnasia (J),0,2,0,2,0
Huracan (C),Gimnasia (LP),0,2,1,0,1
Huracan (C),San Martin (SJ),-2,2,0,0,2
Huracan (CR),San Lorenzo (MdP),+1,4,2,1,1
Huracan (CR),Newells,-1,3,1,0,2
Huracan (CR),Independiente,-3,3,0,0,3
Huracan (CR),Argentinos,-3,3,0,0,3
Huracan (CR),San Martin (M),0,2,1,0,1
Huracan (CR),Velez,-1,2,0,1,1
Huracan (CR),San Lorenzo,-1,2,0,1,1
Huracan (CR),Talleres (C),-1,2,0,1,1
Huracan (CR),Huracan,0,2,1,0,1
Huracan (CR),Ferro,-2,2,0,0,2
Huracan (CR),Platense,0,2,1,0,1
Huracan (CR),Atl Regina (RN),-1,2,0,1,1
Huracan (CR),Colon,+2,2,2,0,0
Huracan (CR),Chaco For Ever,0,2,0,2,0
Huracan (CR),Central Norte (S),+1,2,1,1,0
Huracan (CR),Atl Tucuman,+1,2,1,1,0
Huracan (CR),Atlanta,+1,2,1,1,0
Huracan (CR),Banfield,-1,1,0,0,1
Huracan (CR),Belgrano,-1,1,0,0,1
Huracan (CR),Gimnasia (LP),-1,1,0,0,1
Huracan (CR),Don Orione (CH),-1,1,0,0,1
Huracan (IW),Rosario Central,-2,2,0,0,2
Huracan (IW),Huracan,-1,2,0,1,1
Huracan (IW),San Martin (T),0,2,1,0,1
Huracan (IW),Estudiantes (LP),+1,2,1,1,0
Huracan (IW),Colon,-2,2,0,0,2
Huracan (IW),San Lorenzo,-2,2,0,0,2
Huracan (IW),Velez,-2,2,0,0,2
Huracan (IW),Racing Club,-1,2,0,1,1
Huracan (IW),Ind Rivadavia,0,1,0,1,0
Huracan (IW),Independiente,-1,1,0,0,1
Huracan (IW),Lanus,-1,1,0,0,1
Huracan (IW),River Plate,-1,1,0,0,1
Huracan (IW),Los Andes,-1,1,0,0,1
Huracan (IW),Guarani (M),+1,1,1,0,0
Huracan (IW),Gimnasia (M),0,1,0,1,0
Huracan (IW),Chacarita,-1,1,0,0,1
Huracan (IW),Central Cba (SdE),+1,1,1,0,0
Huracan (IW),Boca Juniors,-1,1,0,0,1
Huracan (IW),Belgrano,0,1,0,1,0
Huracan (IW),Atlanta,-1,1,0,0,1
Huracan (LH),San Lorenzo,+1,3,1,2,0
Huracan (LH),Belgrano,0,2,1,0,1
Huracan (LH),Circulo Dep. (O),0,2,1,0,1
Huracan (LH),Newells,0,2,0,2,0
Huracan (SR),Newells,-4,4,0,0,4
Huracan (SR),Platense,-1,2,0,1,1
Huracan (SR),Independiente,-1,2,0,1,1
Huracan (SR),Velez,-2,2,0,0,2
Huracan (SR),Talleres (C),-2,2,0,0,2
Huracan (SR),Jorge Newbery (J),+1,2,1,1,0
Huracan (SR),River Plate,-1,2,0,1,1
Huracan (SR),Altos Hornos Zapla,-2,2,0,0,2
Huracan (SR),Gimnasia (S),+1,2,1,1,0
Huracan (SR),Gimnasia (M),-1,2,0,1,1
Huracan (SR),Gimnasia (LP),-2,2,0,0,2
Huracan (SR),Desamparados,-1,2,0,1,1
Huracan (SR),Colon,-1,2,0,1,1
Huracan (SR),Argentinos,-2,2,0,0,2
Huracan (SR),Racing (C),-1,2,0,1,1
Huracan (TA),Lanus,-3,4,0,1,3
Huracan (TA),Almagro,0,2,0,2,0
Huracan (TA),San Lorenzo,-1,2,0,1,1
Huracan (TA),Olimpo,0,2,1,0,1
Huracan (TA),Independiente,-2,2,0,0,2
Huracan (TA),Velez,-2,2,0,0,2
Huracan (TA),Rosario Central,0,2,0,2,0
Huracan (TA),Racing Club,-1,2,0,1,1
Huracan (TA),Instituto,-1,2,0,1,1
Huracan (TA),Quilmes,-2,2,0,0,2
Huracan (TA),Newells,-2,2,0,0,2
Huracan (TA),Argentinos,0,2,1,0,1
Huracan (TA),Arsenal,0,2,0,2,0
Huracan (TA),Atl Rafaela,+2,2,2,0,0
Huracan (TA),Banfield,-2,2,0,0,2
Huracan (TA),Boca Juniors,-2,2,0,0,2
Huracan (TA),Colon,-2,2,0,0,2
Huracan (TA),Estudiantes (LP),-1,2,0,1,1
Huracan (TA),Gimnasia (LP),-2,2,0,0,2
Huracan (TA),River Plate,-1,2,0,1,1
Ind Rivadavia,River Plate,-1,5,2,0,3
Ind Rivadavia,Colon,-3,5,0,2,3
Ind Rivadavia,San Lorenzo,-2,5,0,3,2
Ind Rivadavia,Instituto,-1,4,1,1,2
Ind Rivadavia,Newells,-1,4,1,1,2
Ind Rivadavia,San Martin (M),-1,3,0,2,1
Ind Rivadavia,Ferro,-2,3,0,1,2
Ind Rivadavia,Gimnasia (J),+1,3,1,2,0
Ind Rivadavia,Sarmiento (J),+3,3,3,0,0
Ind Rivadavia,Argentinos,-1,3,1,0,2
Ind Rivadavia,San Martin (T),0,3,0,3,0
Ind Rivadavia,Atl Tucuman,0,3,1,1,1
Ind Rivadavia,Racing Club,-2,3,0,1,2
Ind Rivadavia,Gimnasia (LP),-1,3,0,2,1
Ind Rivadavia,Rosario Central,-2,2,0,0,2
Ind Rivadavia,Quilmes,-2,2,0,0,2
Ind Rivadavia,Nueva Chicago,+2,2,2,0,0
Ind Rivadavia,Lanus,0,2,1,0,1
Ind Rivadavia,Independiente,0,2,1,0,1
Ind Rivadavia,Juv. Unida (SL),-1,2,0,1,1
Ind Rivadavia,Huracan,+1,2,1,1,0
Ind Rivadavia,Platense,-2,2,0,0,2
Ind Rivadavia,All Boys,0,2,1,0,1
Ind Rivadavia,Altos Hornos Zapla,0,2,0,2,0
Ind Rivadavia,Banfield,+2,2,2,0,0
Ind Rivadavia,Belgrano,+1,2,1,1,0
Ind Rivadavia,Boca Juniors,+1,2,1,1,0
Ind Rivadavia,Cipolletti,-1,2,0,1,1
Ind Rivadavia,Gimnasia (M),+1,2,1,1,0
Ind Rivadavia,Circulo Dep. (O),0,2,1,0,1
Ind Rivadavia,Estudiantes (BA),+2,2,2,0,0
Ind Rivadavia,Los Andes,0,1,0,1,0
Ind Rivadavia,Kimberley (MdP),+1,1,1,0,0
Ind Rivadavia,Velez,-1,1,0,0,1
Ind Rivadavia,Atlanta,-1,1,0,0,1
